id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,timestamp
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,76.93,5818071989,23,5818354415,364910979.0,77.56,74.03,2.56,3.44897,176787928.0,3.13382,75706214.48347135,75709889.48347135,84000000.0,337.56,-77.30026,2021-05-10T03:13:07.904Z,0.981314,7708.53411,2015-01-14T00:00:00.000Z,,2025-04-04T20:28:12.149Z,2025-04-04 13:28:23.038384
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,3.69,5617596719,24,5617596719,161709461.0,3.75,3.58,0.056771,1.5621,71780449.0,1.29432,1522267060.0,1522267060.0,,47.6,-92.26719,2021-11-04T14:10:09.301Z,2.27,62.19725,2020-08-19T03:44:11.556Z,,2025-04-04T20:28:14.879Z,2025-04-04 13:28:23.038384
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,5.74,5538892992,25,10410020778,69405383.0,5.83,5.66,-0.0539925688199698,-0.93246,-65179600.88445473,-1.16308,965599580.89,1814787127.03,,8.59,-33.38103,2025-02-23T01:52:21.073Z,0.01615133,35335.22829,2023-09-11T19:45:03.621Z,,2025-04-04T20:28:16.445Z,2025-04-04 13:28:23.038384
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,273.33,5423091265,26,5423138219,165683767.0,281.88,266.35,6.99,2.62313,112545073.0,2.11927,19851334.27165078,19851506.14665078,21000000.0,3187.12,-91.45666,2017-12-20T00:00:00.000Z,68.03,300.22888,2018-12-16T00:00:00.000Z,,2025-04-04T20:28:15.919Z,2025-04-04 13:28:23.038384
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.14,4966751615,27,4966751615,102922092.0,4.17,4.02,0.100572,2.49028,110138588.0,2.26781,1199999994.2,1199999994.2,2000000000.0,8.1,-49.02063,2024-12-27T11:41:24.992Z,0.01270123,32423.89751,2020-06-25T04:17:05.895Z,,2025-04-04T20:28:15.438Z,2025-04-04 13:28:23.038384
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.91317,4788855911,28,4788855911,121268048.0,0.914227,0.900017,0.0073104,0.80701,30080839.0,0.63211,5250252332.166143,5250252332.166143,,0.987328,-7.50418,2025-01-13T15:16:17.109Z,0.842908,8.34359,2024-10-04T07:57:15.809Z,,2025-04-04T20:28:18.858Z,2025-04-04 13:28:23.038384
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,0.916022,4745921789,29,4745921789,235413544.0,0.917212,0.899566,0.01046126,1.15523,45942433.0,0.9775,5184994301.618546,5184994301.618546,,1.011,-9.36782,2025-02-03T02:06:31.189Z,0.873927,4.83373,2024-08-27T22:10:58.536Z,,2025-04-04T20:28:17.837Z,2025-04-04 13:28:23.038384
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,1652.56,4740520353,30,4740520353,444103112.0,1669.42,1601.21,38.87,2.40861,138513675.0,3.00985,2868104.402401169,2868104.402401169,,4147.46,-60.21977,2021-11-12T00:00:00.000Z,72.6,2172.44195,2018-12-15T00:00:00.000Z,,2025-04-04T20:28:20.425Z,2025-04-04 13:28:23.038384
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,1759.12,3758580914,31,3758580914,4875101.0,1773.18,1703.08,40.15,2.33589,81418958.0,2.21418,2138369.617165409,2138369.617165409,,4100.76,-57.09093,2024-12-16T18:57:39.347Z,1678.0,4.86299,2025-04-03T15:11:50.320Z,,2025-04-04T20:28:19.789Z,2025-04-04 13:28:23.038384
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,10.98,3663238871,32,10970034548,121730577.0,11.07,10.05,0.553129,5.30537,169726112.0,4.85832,333928180.0,999990391.0,1000000000.0,33.52,-67.24461,2024-12-22T03:56:00.276Z,3.6,204.70456,2024-11-29T09:30:30.871Z,,2025-04-04T20:28:21.460Z,2025-04-04 13:28:23.038384
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,25.23,3623194943,33,8245977327,46401523.0,25.45,24.81,0.263377,1.05492,18751487.0,0.52023,144118517.10815412,327997263.0,400000000.0,30.07,-16.28871,2025-03-02T22:22:36.852Z,2.85,782.06455,2023-02-13T19:01:21.899Z,,2025-04-04T20:28:19.738Z,2025-04-04 13:28:23.038384
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,196.12,3614270632,34,3614270632,66044305.0,198.96,189.99,6.13,3.22591,106141215.0,3.02558,18446744.07370955,18446744.07370955,,454.53,-57.0013,2018-01-09T00:00:00.000Z,0.184652,105744.33263,2015-01-14T00:00:00.000Z,,2025-04-04T20:28:12.735Z,2025-04-04 13:28:23.038384
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.478519,3260510346,35,5015619487,398405513.0,0.52795,0.462355,-0.0446349221467005,-8.53189,-299731050.9025078,-8.41884,6810745631.451552,10476920753.82012,100000000000.0,2.84,-83.05242,2025-02-26T16:41:03.732Z,0.462355,4.17241,2025-04-04T12:10:31.216Z,,2025-04-04T20:28:16.386Z,2025-04-04 13:28:23.038384
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.39,3226441476,36,5373076473,155875758.0,5.48,5.14,0.180364,3.46481,91554019.0,2.92049,600483073.71,1000000000.0,1000000000.0,37.37,-85.63369,2021-05-03T05:25:04.822Z,0.874238,514.14243,2020-09-17T01:20:38.214Z,,2025-04-04T20:28:20.861Z,2025-04-04 13:28:23.038384
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.914154,2864955223,37,2864955223,111222290.0,0.914552,0.900222,0.00787685,0.86914,-4356392.568137646,-0.15183,3133844399.170409,3133844399.170409,,1.11,-17.51085,2022-10-02T12:21:04.914Z,0.759326,20.25731,2021-05-19T13:05:49.822Z,,2025-04-04T20:28:19.226Z,2025-04-04 13:28:23.038384
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,0.955786,2764239852,38,2764239852,4492849.0,0.956971,0.941534,0.00857096,0.90486,65761579.0,2.43699,2891180122.371299,2891180122.371299,,1.063,-10.1324,2025-02-03T02:31:35.208Z,0.932573,2.45655,2025-01-04T01:21:08.460Z,,2025-04-04T20:28:16.785Z,2025-04-04 13:28:23.038384
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.27,2716002146,39,2815807937,204133801.0,2.34,2.18,0.02334784,1.04025,10975211.0,0.40573,1199381442.0,1243455492.0,,18.07,-87.47754,2022-04-08T07:23:59.952Z,0.449891,402.99248,2020-11-04T16:09:15.137Z,,2025-04-04T20:28:22.554Z,2025-04-04 13:28:23.038384
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,6.46e-06,2709942577,40,2709942577,952508732.0,6.59e-06,5.94e-06,5.22155e-07,8.79155,202620650.0,8.08116,420690000000000.0,420690000000000.0,420690000000000.0,2.649e-05,-75.6356,2024-12-09T16:30:35.828Z,5.0442e-08,12694.02159,2023-04-18T02:14:41.591Z,,2025-04-04T20:28:13.725Z,2025-04-04 13:28:23.038384
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,4.46,2698233580,41,5117301931,175271100.0,4.63,4.29,-0.0627466378624372,-1.38638,-47505829.24383736,-1.73017,604553593.4513847,1146558731.775445,,18.26,-75.58815,2023-01-26T14:25:17.390Z,2.89,54.36413,2022-12-29T21:35:14.796Z,,2025-04-04T20:28:16.656Z,2025-04-04 13:28:23.038384
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,44.63,2668812530,42,10495447116,10896076.0,44.6,41.54,3.08,7.42549,170112397.0,6.80804,60000000.0,235957685.3,300000000.0,67.41,-34.11667,2024-03-14T00:30:12.502Z,0.506608,8665.95698,2019-01-14T00:00:00.000Z,,2025-04-04T20:28:12.941Z,2025-04-04 13:28:23.038384
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,76528.0,2555612864,43,2555612864,329618157.0,77186.0,74048.0,2358.75,3.18024,69206743.0,2.7834,33407.82221672,33407.82221672,,105711.0,-27.62812,2025-01-20T09:20:53.854Z,51716.0,47.93391,2024-09-16T17:24:36.265Z,,2025-04-04T20:28:17.718Z,2025-04-04 13:28:23.038384
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,20.4,2504596880,44,6113216751,7883229.0,20.47,19.54,0.85687,4.38496,97815921.0,4.06418,122910587.7676574,300000000.0,,24.7,-17.81648,2025-01-25T03:07:37.823Z,0.23032,8712.11172,2020-03-13T02:18:02.481Z,,2025-04-04T20:28:19.949Z,2025-04-04 13:28:23.038384
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,30.56,2440098117,45,3050275196,18122203.0,30.67,30.04,0.25393,0.838,12261404.0,0.50503,79995999.05112354,100000000.0,100000000.0,48.98,-37.98372,2025-01-03T19:12:43.038Z,0.099722,30358.98203,2019-04-28T00:00:00.000Z,"{'times': 114.04992727616224, 'currency': 'usd', 'percentage': 11404.992727616223}",2025-04-04T20:28:17.823Z,2025-04-04 13:28:23.038384
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.086361,2367360454,47,8408020291,36770841.0,0.089716,0.084163,0.00106809,1.25226,14952583.0,0.63563,27433299708.43442,97433299708.43442,,0.862048,-90.01223,2021-11-24T15:53:54.855Z,0.01068892,705.50118,2019-02-08T00:00:00.000Z,,2025-04-04T20:28:19.017Z,2025-04-04 13:28:23.038384
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.749265,2362453693,46,7478231339,215228442.0,0.76105,0.71223,0.03053515,4.24849,83623748.0,3.66959,3159107529.0,10000000000.0,10000000000.0,2.04,-63.23076,2024-12-16T00:36:00.777Z,0.075442,892.16016,2024-01-18T12:14:30.524Z,,2025-04-04T20:28:13.277Z,2025-04-04 13:28:23.038384
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,0.673229,2261559113,48,4180276415,216728304.0,0.685013,0.661479,0.00170685,0.25418,-3721066.70798254,-0.16427,3364694382.83684,6219316794.99,6219316794.99,1.42,-52.67221,2024-04-08T09:45:25.482Z,0.291253,130.97644,2023-10-18T02:50:46.942Z,,2025-04-04T20:28:22.137Z,2025-04-04 13:28:23.038384
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,14.8,2238123034,49,2238288946,65016030.0,14.98,14.3,0.325602,2.24986,37865672.0,1.72097,151379890.3812334,151391112.1510831,210700000.0,138.61,-89.3708,2021-05-06T18:34:22.133Z,0.559997,2530.89777,2016-07-25T00:00:00.000Z,"{'times': 34.96836420849207, 'currency': 'usd', 'percentage': 3496.8364208492067}",2025-04-04T20:28:19.921Z,2025-04-04 13:28:23.038384
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,4.6,2223241350,50,2448244207,75697986.0,4.76,4.52,-0.0131767298447211,-0.2854,-13792783.818957806,-0.61657,482973921.6333536,531853235.8025778,,575.73,-99.20217,2021-05-10T16:05:53.653Z,2.68,71.2965,2023-09-13T08:00:01.314Z,,2025-04-04T20:28:21.977Z,2025-04-04 13:28:23.038384
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,137.94,2079909909,51,2204267191,281624684.0,140.1,131.55,2.28,1.68294,23932974.0,1.16407,15097334.241864892,16000000.0,16000000.0,541.28,-74.56137,2021-05-18T21:19:59.514Z,22.1,523.06669,2020-11-05T13:30:38.074Z,,2025-04-04T20:28:14.114Z,2025-04-04 13:28:23.038384
ethena-staked-usde,susde,Ethena Staked USDe,https://coin-images.coingecko.com/coins/images/33669/large/sUSDe-Symbol-Color.png?1716307680,1.064,2072425723,52,2072425723,21784168.0,1.071,1.043,0.01005156,0.9538,2127418.0,0.10276,1950442670.178289,1950442670.178289,,1.24,-14.07889,2025-01-29T17:52:32.991Z,0.936289,13.64596,2024-04-03T14:23:03.162Z,,2025-04-04T20:28:18.961Z,2025-04-04 13:28:23.038384
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.55,2014281576,53,2014281576,266272891.0,4.65,4.12,0.428606,10.40289,186097503.0,10.17936,443456945.345121,443456945.345121,,39.22,-88.4352,2022-01-07T10:44:20.650Z,1.037,337.24439,2020-03-13T02:27:44.591Z,"{'times': 48.75351329451049, 'currency': 'usd', 'percentage': 4875.351329451049}",2025-04-04T20:28:18.402Z,2025-04-04 13:28:23.038384
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.909248,1988637341,54,1988637341,3851313527.0,0.911755,0.896857,0.00878177,0.97525,-140969425.14841342,-6.6195,2188129089.677437,2188129089.677437,,1.13,-19.09432,2025-02-03T02:30:49.959Z,0.865475,5.18409,2024-01-03T12:14:56.160Z,,2025-04-04T20:28:19.521Z,2025-04-04 13:28:23.038384
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,0.913182,1798886670,55,1798886670,,0.915002,0.900396,0.006666,0.73534,17397662.0,0.97658,1969910346.07,1969910346.07,,0.968726,-5.73372,2025-02-12T13:45:04.804Z,0.898502,1.63383,2025-04-03T13:25:02.502Z,,2025-04-04T20:25:06.983Z,2025-04-04 13:28:23.038384
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,0.02018329,1731510571,56,1731510571,39869593.0,0.02040616,0.01933432,0.00064767,3.31532,44262034.0,2.62333,85985041177.0,85985041177.0,86712634466.0,0.234964,-91.44809,2021-04-19T01:08:21.675Z,0.0017143,1072.13562,2020-03-13T02:29:59.652Z,"{'times': 3.2715885554570443, 'currency': 'eth', 'percentage': 327.15885554570445}",2025-04-04T20:28:18.664Z,2025-04-04 13:28:23.038384
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,200.17,1710640053,57,4196160731,95996730.0,202.6,185.05,12.6,6.71682,99921819.0,6.20356,8561026.0,21000000.0,21000000.0,699.87,-71.41696,2024-12-06T12:15:28.199Z,28.19,609.69174,2023-05-14T08:57:53.732Z,,2025-04-04T20:28:15.365Z,2025-04-04 13:28:23.038384
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,8.55,1709119622,58,8545599108,487907271.0,8.72,8.18,0.364327,4.45236,69551780.0,4.24208,199999976.636,1000000000.0,1000000000.0,71.5,-88.05011,2025-01-19T11:50:34.806Z,4.16,105.1578,2025-01-18T03:40:29.231Z,,2025-04-04T20:28:13.486Z,2025-04-04 13:28:23.038384
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,2.53,1635384147,59,4952063327,484405633.0,2.73,2.42,0.087781,3.59241,50343016.0,3.17613,647136913.0,1959578109.0,1959578109.0,201.43,-98.74619,2021-04-01T13:29:41.564Z,2.28,10.58775,2025-03-11T01:10:57.279Z,,2025-04-04T20:28:20.314Z,2025-04-04 13:28:23.038384
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,76280.0,1631384410,60,1631384410,17635368.0,76884.0,73723.0,2304.2,3.11482,51977728.0,3.29097,21380.75491895806,21380.75491895806,,111053.0,-31.33196,2025-02-04T01:47:44.052Z,47015.0,62.19977,2024-09-06T21:01:52.094Z,,2025-04-04T20:28:11.438Z,2025-04-04 13:28:23.038384
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,3.7,1580423740,61,3199121030,45554749.0,3.71,3.64,0.04697004,1.28697,7585337.0,0.48227,430162537.0,870742437.0,1000000000.0,3.89,-5.33949,2025-03-02T15:31:06.679Z,0.366027,907.15733,2023-01-21T10:15:39.503Z,,2025-04-04T20:28:18.973Z,2025-04-04 13:28:23.038384
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.059304,1536010795,62,1540163530,86036937.0,0.061567,0.057471,0.00150562,2.60494,34831317.0,2.32026,25900045779.39798,25970068739.03816,28704026601.0,0.191536,-69.11748,2024-08-01T00:40:47.164Z,0.00015974,36929.40506,2022-05-26T14:42:59.316Z,,2025-04-04T20:28:21.183Z,2025-04-04 13:28:23.038384
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,2.96,1532830815,63,1576532039,213305379.0,3.02,2.82,0.03803794,1.30155,11335649.0,0.74503,517716590.0562826,532476763.3362826,,12.42,-76.21645,2024-03-17T16:30:24.636Z,0.03249483,8989.51128,2020-06-16T13:28:38.416Z,,2025-04-04T20:28:15.175Z,2025-04-04 13:28:23.038384
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.173665,1498831871,64,1801749914,70428563.0,0.175434,0.168211,0.00351965,2.06862,23085309.0,1.56431,8644934556.986353,10392099602.65342,,1.18,-85.23175,2024-03-13T18:55:06.692Z,0.16124,7.66904,2025-04-03T13:21:51.595Z,,2025-04-04T20:28:14.846Z,2025-04-04 13:28:23.038384
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.283373,1494715291,65,4241580488,194952498.0,0.291977,0.263331,0.0054944,1.97727,18596702.0,1.25984,5285937500.0,15000000000.0,,1.41,-79.94379,2024-04-11T13:15:15.057Z,0.175972,60.97778,2024-09-06T21:04:48.253Z,,2025-04-04T20:28:19.307Z,2025-04-04 13:28:23.038384
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,2.5,1467039370,66,2783480293,81649384.0,2.59,2.38,0.04633494,1.88642,24306676.0,1.68477,586732628.516558,1113234410.958555,,19.33,-87.06247,2024-02-10T14:30:02.495Z,1.97,27.10422,2023-10-31T15:14:31.951Z,,2025-04-04T20:28:16.977Z,2025-04-04 13:28:23.038384
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.170785,1455372485,67,1458805898,115472829.0,0.174155,0.160052,0.01073302,6.70596,83575866.0,6.09244,8535564882.22836,8555701391.808632,10000000000.0,3.15,-94.59957,2019-06-20T14:51:19.480Z,0.081418,109.10609,2023-09-11T19:42:08.247Z,"{'times': -0.9221645657139007, 'currency': 'usd', 'percentage': -92.21645657139007}",2025-04-04T20:28:13.736Z,2025-04-04 13:28:23.038384
sonic-3,s,Sonic (prev. FTM),https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.458003,1451180497,68,1451180497,180644644.0,0.465483,0.420234,0.03776867,8.98753,112152075.0,8.37563,3175000000.0,3175000000.0,,0.998373,-54.13962,2025-01-04T21:35:44.705Z,0.351684,30.18998,2025-02-03T02:11:37.229Z,,2025-04-04T20:28:16.705Z,2025-04-04 13:28:23.038384
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.285385,1317643027,69,2853329915,133917129.0,0.28892,0.272869,0.0100051,3.63319,45606849.0,3.58534,4617913336.0,10000000000.0,10000000000.0,2.18,-86.96347,2024-01-12T12:29:59.231Z,0.266453,6.81937,2025-04-03T12:50:45.734Z,,2025-04-04T20:28:15.014Z,2025-04-04 13:28:23.038384
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,9.25,1158584000,70,1320728792,86867.0,9.43,9.09,-0.1235328688608365,-1.3172,-16815935.827551365,-1.43066,125043917.8513356,142543917.8513356,,25.39,-63.69831,2021-12-01T15:09:35.541Z,0.301632,2956.04535,2019-02-07T00:00:00.000Z,,2025-04-04T20:28:21.801Z,2025-04-04 13:28:23.038384
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,76577.0,1517950065606,1,1517950065606,43897377685.0,77146.0,73966.0,2450.35,3.30561,42616298227.0,2.88859,19846656.0,19846656.0,21000000.0,105495.0,-27.71633,2025-01-20T07:16:25.271Z,51.3,148551.25173,2013-07-05T00:00:00.000Z,,2025-04-04T20:28:36.627Z,2025-04-04 13:28:38.783123
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,1653.82,199418310478,2,199418310478,18024630572.0,1667.59,1599.15,39.45,2.44378,3973399134.0,2.033,120666956.0999141,120666956.0999141,,4228.93,-61.03856,2021-12-01T08:38:24.623Z,0.381455,431838.30244,2015-10-20T00:00:00.000Z,"{'times': 27.886326204123247, 'currency': 'btc', 'percentage': 2788.6326204123247}",2025-04-04T20:28:31.724Z,2025-04-04 13:28:38.783123
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.913821,131671840907,3,131671840907,64282717214.0,0.914618,0.900041,0.00776815,0.85736,912717824.0,0.69801,144086679997.8651,144086679997.8651,,1.17,-21.70571,2025-01-25T16:51:57.989Z,0.533096,71.21003,2015-03-02T00:00:00.000Z,,2025-04-04T20:28:30.361Z,2025-04-04 13:28:38.783123
